09-Jun-2016,,,,,,,,,,,,,,,
iShares MSCI EAFE ETF,,,,,,,,,,,,,,,
Inception Date,14-Aug-01,,,,,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,,,,,
Total Net Assets,"$59,871,583,845",,,,,,,,,,,,,,
Number of Securities,960,,,,,,,,,,,,,,
Shares Outstanding,"1,016,400,000",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
BARN,BARRY CALLEBAUT AG,Equity,0.02,"1,225.57","11,409.00","13,982,516.46","13,982,516.46",Consumer Staples,"5,476,929.00",CH0009002962,Swiss Exchange,Switzerland,USD,CHF,0.96
"7,262.00",DAIHATSU MOTOR CO LTD,Equity,0.02,13.70,"1,016,400.00","13,928,780.35","13,928,780.35",Consumer Discretionary,"6,250,304.00",JP3496600002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
POP,BANCO POPULAR ESPANOL SA,Equity,0.02,1.60,"8,670,133.00","13,904,212.53","13,904,212.53",Financials,BBHXPN6,ES0113790226,Bolsa De Madrid,Spain,USD,EUR,0.88
ICA,ICA GRUPPEN AB,Equity,0.02,35.85,"387,238.00","13,882,573.07","13,882,573.07",Consumer Staples,B0S1651,SE0000652216,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
C07,JARDINE CYCLE AND CARRIAGE LTD,Equity,0.02,25.35,"545,654.00","13,831,605.22","13,831,605.22",Consumer Discretionary,"6,242,260.00",SG1B51001017,Singapore Exchange,Singapore,USD,SGD,1.35
"8,354.00",FUKUOKA FINANCIAL GROUP INC,Equity,0.02,3.47,"3,986,000.00","13,815,188.09","13,815,188.09",Financials,B1TK1Y8,JP3805010000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,602.00",TOHO CO LTD,Equity,0.02,27.17,"508,200.00","13,809,445.36","13,809,445.36",Consumer Discretionary,"6,895,200.00",JP3598600009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,045.00",KEIHAN HOLDINGS LTD,Equity,0.02,6.87,"2,007,000.00","13,780,275.21","13,780,275.21",Industrials,"6,487,232.00",JP3279400000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TPM,TPG TELECOM LTD,Equity,0.02,8.90,"1,547,546.00","13,777,318.43","13,777,318.43",Telecommunications,"6,351,876.00",AU000000TPM6,Asx - All Markets,Australia,USD,AUD,1.34
"5,406.00",KOBE STEEL LTD,Equity,0.02,0.90,"15,246,000.00","13,747,391.16","13,747,391.16",Materials,"6,496,023.00",JP3289800009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
551.00,YUE YUEN INDUSTRIAL (HOLDINGS) LTD,Equity,0.02,4.05,"3,388,000.00","13,730,208.94","13,730,208.94",Consumer Discretionary,"6,586,537.00",BMG988031446,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
MMB,LAGARDERE,Equity,0.02,23.56,"582,604.00","13,724,425.73","13,724,425.73",Consumer Discretionary,"4,547,213.00",FR0000130213,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
FDR,FONCIERE DES REGIONS REIT SA,Equity,0.02,92.59,"148,171.00","13,718,554.65","13,718,554.65",Financials,"7,745,638.00",FR0000064578,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
PFC,PETROFAC LTD,Equity,0.02,10.75,"1,274,245.00","13,698,728.82","13,698,728.82",Energy,B0H2K53,GB00B0H2K534,London Stock Exchange,United Kingdom,USD,GBP,0.69
SCHN,SCHINDLER HOLDING AG,Equity,0.02,189.75,"72,100.00","13,680,647.00","13,680,647.00",Industrials,B11WWH2,CH0024638212,Swiss Exchange,Switzerland,USD,CHF,0.96
CEN,CONTACT ENERGY LTD,Equity,0.02,3.82,"3,579,430.00","13,673,064.66","13,673,064.66",Utilities,"6,152,529.00",NZCENE0001S6,New Zealand Exchange Ltd,New Zealand,USD,NZD,1.40
CIM,CIMIC LTD,Equity,0.02,27.30,"500,120.00","13,654,807.62","13,654,807.62",Industrials,BX17Q13,AU000000CIM7,Asx - All Markets,Australia,USD,AUD,1.34
"3,086.00",J FRONT RETAILING LTD,Equity,0.02,11.46,"1,185,800.00","13,588,277.84","13,588,277.84",Consumer Discretionary,B23TC12,JP3386380004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,268.00",NABTESCO CORP,Equity,0.02,25.54,"530,900.00","13,558,607.05","13,558,607.05",Industrials,"6,687,571.00",JP3651210001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,418.00",YAMAGUCHI FINANCIAL GROUP INC,Equity,0.02,9.68,"1,400,000.00","13,557,507.16","13,557,507.16",Financials,B1DGKS9,JP3935300008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MEO1V,METSO,Equity,0.02,24.46,"553,007.00","13,528,254.48","13,528,254.48",Industrials,"5,713,422.00",FI0009007835,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
ICAD,ICADE REIT SA,Equity,0.02,75.76,"178,570.00","13,527,797.04","13,527,797.04",Financials,"4,554,406.00",FR0000035081,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"4,506.00",DAINIPPON SUMITOMO PHARMA LTD,Equity,0.02,15.95,"847,000.00","13,508,721.18","13,508,721.18",Health Care,"6,250,865.00",JP3495000006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RF,EURAZEO SA,Equity,0.02,65.29,"205,744.00","13,433,335.92","13,433,335.92",Financials,"7,042,395.00",FR0000121121,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"6,448.00",BROTHER INDUSTRIES LTD,Equity,0.02,11.33,"1,185,800.00","13,432,346.78","13,432,346.78",Information Technology,"6,146,500.00",JP3830000000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TEL2 B,TELE2 B,Equity,0.02,8.67,"1,548,701.00","13,420,647.34","13,420,647.34",Telecommunications,B97C733,SE0005190238,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"6,302.00",SUMITOMO HEAVY INDUSTRIES LTD,Equity,0.02,4.82,"2,759,000.00","13,294,199.97","13,294,199.97",Industrials,"6,858,731.00",JP3405400007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,804.00",TOKYO TATEMONO LTD,Equity,0.02,12.66,"1,048,900.00","13,280,582.35","13,280,582.35",Financials,"6,895,426.00",JP3582600007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
8.00,PCCW LTD,Equity,0.02,0.67,"19,778,000.00","13,252,530.46","13,252,530.46",Telecommunications,"6,574,071.00",HK0008011667,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
ISPR,INTESA SANPAOLO SAVING,Equity,0.02,2.35,"5,640,657.00","13,249,388.30","13,249,388.30",Financials,"4,076,847.00",IT0000072626,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
WDH,WILLIAM DEMANT,Equity,0.02,20.90,"633,931.00","13,247,731.74","13,247,731.74",Health Care,BZ01RF1,DK0060738599,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
MAP,MAPFRE SA,Equity,0.02,2.46,"5,378,918.00","13,213,317.18","13,213,317.18",Financials,B1G40S0,ES0124244E34,Bolsa De Madrid,Spain,USD,EUR,0.88
AWC,ALUMINA LTD,Equity,0.02,1.07,"12,286,162.00","13,204,168.67","13,204,168.67",Materials,"6,954,985.00",AU000000AWC3,Asx - All Markets,Australia,USD,AUD,1.34
SPM,SAIPEM,Equity,0.02,0.44,"29,884,299.00","13,189,576.87","13,189,576.87",Energy,"4,768,768.00",IT0000068525,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
"7,205.00",HINO MOTORS LTD,Equity,0.02,10.15,"1,295,900.00","13,158,013.43","13,158,013.43",Industrials,"6,428,305.00",JP3792600003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,371.00",KAKAKU.COM INC,Equity,0.02,19.41,"677,600.00","13,149,125.06","13,149,125.06",Information Technology,"6,689,533.00",JP3206000006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,533.00",TOHO GAS LTD,Equity,0.02,7.74,"1,698,000.00","13,141,896.40","13,141,896.40",Utilities,"6,895,222.00",JP3600200004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TAH,TABCORP HOLDINGS LTD,Equity,0.02,3.28,"4,003,583.00","13,131,502.02","13,131,502.02",Consumer Discretionary,"6,873,262.00",AU000000TAH8,Asx - All Markets,Australia,USD,AUD,1.34
"3,659.00",NEXON LTD,Equity,0.02,16.11,"814,100.00","13,113,995.21","13,113,995.21",Information Technology,B63QM77,JP3758190007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,479.00",MINEBEA LTD,Equity,0.02,7.74,"1,694,000.00","13,110,937.87","13,110,937.87",Industrials,"6,642,406.00",JP3906000009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,229.00",CALBEE INC,Equity,0.02,38.60,"338,800.00","13,079,115.20","13,079,115.20",Consumer Staples,B3TBRZ8,JP3220580009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,841.00",YOKOGAWA ELECTRIC CORP,Equity,0.02,10.90,"1,185,800.00","12,931,139.81","12,931,139.81",Information Technology,"6,986,427.00",JP3955000009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ZAL,ZALANDO SE,Equity,0.02,30.08,"427,244.00","12,851,725.10","12,851,725.10",Consumer Discretionary,BQV0SV7,DE000ZAL1111,Xetra,Germany,USD,EUR,0.88
"8,303.00",SHINSEI BANK LTD,Equity,0.02,1.51,"8,470,000.00","12,808,622.55","12,808,622.55",Financials,"6,730,936.00",JP3729000004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SCHA,SCHIBSTED ASA-CL A,Equity,0.02,30.73,"416,211.00","12,790,461.01","12,790,461.01",Consumer Discretionary,"4,790,534.00",NO0003028904,Oslo Bors Asa,Norway,USD,NOK,8.15
TNET,TELENET GROUP HOLDING NV,Equity,0.02,48.79,"261,236.00","12,745,770.79","12,745,770.79",Consumer Discretionary,B0LKSK4,BE0003826436,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
1COV,COVESTRO AG,Equity,0.02,45.01,"281,204.00","12,657,891.82","12,657,891.82",Materials,BYTBWY9,DE0006062144,Xetra,Germany,USD,EUR,0.88
"6,473.00",JTEKT CORP,Equity,0.02,12.45,"1,016,400.00","12,659,056.03","12,659,056.03",Industrials,"6,497,082.00",JP3292200007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RYM,RYMAN HEALTHCARE LTD,Equity,0.02,6.88,"1,837,231.00","12,632,469.65","12,632,469.65",Health Care,"6,161,525.00",NZRYME0001S4,New Zealand Exchange Ltd,New Zealand,USD,NZD,1.40
INDU C,INDUSTRIVARDEN SERIES,Equity,0.02,16.68,"756,197.00","12,615,469.96","12,615,469.96",Financials,B1VSK54,SE0000107203,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"5,110.00",SUMITOMO RUBBER INDUSTRIES LTD,Equity,0.02,14.85,"847,000.00","12,577,908.23","12,577,908.23",Consumer Discretionary,"6,858,991.00",JP3404200002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,253.00",CREDIT SAISON LTD,Equity,0.02,18.51,"677,600.00","12,544,494.43","12,544,494.43",Financials,"6,591,809.00",JP3271400008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,592.00",MABUCHI MOTOR LTD,Equity,0.02,47.25,"263,800.00","12,463,382.33","12,463,382.33",Industrials,"6,551,030.00",JP3870000001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,460.00",SEGA SAMMY HOLDINGS INC,Equity,0.02,12.22,"1,016,438.00","12,420,850.40","12,420,850.40",Consumer Discretionary,B02RK08,JP3419050004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,212.00",YAMAZAKI BAKING LTD,Equity,0.02,26.20,"471,000.00","12,338,505.61","12,338,505.61",Consumer Staples,"6,985,509.00",JP3935600001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,922.00",KOSE CORP,Equity,0.02,88.10,"138,900.00","12,237,655.57","12,237,655.57",Consumer Staples,"6,194,468.00",JP3283650004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,987.00",SUZUKEN LTD,Equity,0.02,33.91,"360,924.00","12,238,159.40","12,238,159.40",Health Care,"6,865,560.00",JP3398000004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"1,128.00",WYNN MACAU LTD,Equity,0.02,1.52,"7,961,200.00","12,125,763.84","12,125,763.84",Consumer Discretionary,B4JSTL6,KYG981491007,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"8,333.00",JOYO BANK LTD,Equity,0.02,3.79,"3,190,000.00","12,075,048.14","12,075,048.14",Financials,"6,479,767.00",JP3394200004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,507.00",SHIKOKU ELECTRIC POWER INC,Equity,0.02,11.84,"1,016,400.00","12,038,514.07","12,038,514.07",Utilities,"6,804,347.00",JP3350800003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
NK,IMERYS,Equity,0.02,71.80,"166,983.00","11,989,992.23","11,989,992.23",Materials,B011GL4,FR0000120859,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"4,544.00",MIRACA HOLDINGS INC,Equity,0.02,43.07,"278,500.00","11,993,824.26","11,993,824.26",Health Care,"6,356,611.00",JP3822000000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,370.00",KURITA WATER INDUSTRIES LTD,Equity,0.02,23.49,"508,200.00","11,938,272.67","11,938,272.67",Industrials,"6,497,963.00",JP3270000007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ANTO,ANTOFAGASTA PLC,Equity,0.02,6.13,"1,947,489.00","11,930,657.65","11,930,657.65",Materials,"45,614.00",GB0000456144,London Stock Exchange,United Kingdom,USD,GBP,0.69
SPR,AXEL SPRINGER,Equity,0.02,55.88,"212,249.00","11,860,477.73","11,860,477.73",Consumer Discretionary,"4,647,317.00",DE0005501357,Xetra,Germany,USD,EUR,0.88
"8,233.00",TAKASHIMAYA LTD,Equity,0.02,7.00,"1,694,000.00","11,853,942.61","11,853,942.61",Consumer Discretionary,"6,870,401.00",JP3456000003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MPEL,MELCO CROWN ENTERTAINMENT ADR REPT,Equity,0.02,13.92,"849,460.00","11,824,483.20","11,824,483.20",Consumer Discretionary,B1KYHF2,US5854641009,NASDAQ,Hong Kong,USD,USD,1.00
"7,459.00",MEDIPAL HOLDINGS CORP,Equity,0.02,17.26,"677,600.00","11,698,011.55","11,698,011.55",Health Care,"6,782,090.00",JP3268950007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,019.00",IDEMITSU KOSAN LTD,Equity,0.02,22.95,"508,200.00","11,661,415.49","11,661,415.49",Energy,B1FF8P7,JP3142500002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,104.00",MITSUI OSK LINES LTD,Equity,0.02,2.25,"5,082,000.00","11,456,159.30","11,456,159.30",Industrials,"6,597,584.00",JP3362700001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,638.00",HK ELECTRIC INVESTMENTS UNITS LTD,Equity,0.02,0.89,"12,792,000.00","11,406,637.50","11,406,637.50",Utilities,BJ3WDZ1,HK0000179108,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"6,504.00",FUJI ELECTRIC LTD,Equity,0.02,4.10,"2,785,000.00","11,405,250.55","11,405,250.55",Industrials,"6,356,365.00",JP3820000002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MEL,MERIDIAN ENERGY LTD,Equity,0.02,1.88,"6,059,242.00","11,378,165.81","11,378,165.81",Utilities,BWFD052,NZMELE0002S7,New Zealand Exchange Ltd,New Zealand,USD,NZD,1.40
NS8U,HUTCHISON PORT HOLDINGS UNITS TRUS,Equity,0.02,0.46,"24,933,900.00","11,344,924.50","11,344,924.50",Industrials,B56ZM74,SG2D00968206,Singapore Exchange,Singapore,USD,USD,1.00
"8,473.00",SBI HOLDINGS INC,Equity,0.02,10.19,"1,106,880.00","11,280,371.95","11,280,371.95",Financials,"6,309,466.00",JP3436120004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
COB,COBHAM PLC,Equity,0.02,2.06,"5,480,190.00","11,275,445.99","11,275,445.99",Industrials,B07KD36,GB00B07KD360,London Stock Exchange,United Kingdom,USD,GBP,0.69
HOT,HOCHTIEF AG,Equity,0.02,131.89,"84,544.00","11,150,123.27","11,150,123.27",Industrials,"5,108,664.00",DE0006070006,Xetra,Germany,USD,EUR,0.88
659.00,NWS HOLDINGS LTD,Equity,0.02,1.57,"7,092,000.00","11,130,869.99","11,130,869.99",Industrials,"6,568,353.00",BMG668971101,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
TRYG,TRYG,Equity,0.02,18.86,"587,145.00","11,071,626.73","11,071,626.73",Financials,BXDZ972,DK0060636678,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
"3,231.00",NOMURA REAL ESTATE HOLDINGS INC,Equity,0.02,18.24,"605,300.00","11,041,117.74","11,041,117.74",Financials,B1CWJM5,JP3762900003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,369.00",BANK OF KYOTO LTD,Equity,0.02,6.47,"1,694,000.00","10,962,908.00","10,962,908.00",Financials,"6,075,756.00",JP3251200006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SCHB,SCHIBSTED B,Equity,0.02,28.95,"376,451.00","10,898,700.44","10,898,700.44",Consumer Discretionary,BWVFKQ3,NO0010736879,Oslo Bors Asa,Norway,USD,NOK,8.15
"9,505.00",HOKURIKU ELECTRIC POWER,Equity,0.02,12.86,"847,000.00","10,891,307.00","10,891,307.00",Utilities,"6,433,127.00",JP3845400005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
REA,REA GROUP LTD,Equity,0.02,41.64,"260,059.00","10,829,523.16","10,829,523.16",Consumer Discretionary,"6,198,578.00",AU000000REA9,Asx - All Markets,Australia,USD,AUD,1.34
"8,570.00",AEON FINANCIAL SERVICES CO LTD,Equity,0.02,21.30,"508,290.00","10,827,987.79","10,827,987.79",Financials,"6,037,734.00",JP3131400008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
FRA,FRAPORT AG,Equity,0.02,56.96,"189,914.00","10,816,730.29","10,816,730.29",Industrials,"7,107,551.00",DE0005773303,Xetra,Germany,USD,EUR,0.88
"8,410.00",SEVEN BANK LTD,Equity,0.02,3.40,"3,144,100.00","10,690,501.10","10,690,501.10",Financials,B2NT8S1,JP3105220002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,364.00",KAMIGUMI LTD,Equity,0.02,9.28,"1,151,000.00","10,681,331.89","10,681,331.89",Industrials,"6,482,668.00",JP3219000001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,417.00",SANKYO LTD,Equity,0.02,38.42,"273,900.00","10,522,246.75","10,522,246.75",Consumer Discretionary,"6,775,432.00",JP3326410002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
C61U,CAPITALAND COMMERCIAL TRUST,Equity,0.02,1.04,"10,078,700.00","10,514,569.94","10,514,569.94",Financials,B011YD2,SG1P32918333,Singapore Exchange,Singapore,USD,SGD,1.35
"5,486.00",HITACHI METALS LTD,Equity,0.02,10.94,"959,000.00","10,493,918.19","10,493,918.19",Materials,"6,429,201.00",JP3786200000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,572.00",ACOM CO LTD,Equity,0.02,5.30,"1,977,870.00","10,477,797.21","10,477,797.21",Financials,"6,049,784.00",JP3108600002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ICL,ICL-ISRAEL CHEMICALS LTD.,Equity,0.02,4.13,"2,515,854.00","10,385,997.49","10,385,997.49",Materials,"6,455,530.00",IL0002810146,Tel Aviv Stock Exchange,Israel,USD,ILS,3.84
"4,768.00",OTSUKA CORP,Equity,0.02,46.31,"223,800.00","10,363,349.46","10,363,349.46",Information Technology,"6,267,058.00",JP3188200004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,729.00",SONY FINANCIAL HOLDINGS INC,Equity,0.02,12.23,"847,000.00","10,358,277.37","10,358,277.37",Financials,B249SN5,JP3435350008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
TARO,TARO PHARMACEUTICAL INDUSTRIES LTD,Equity,0.02,148.44,"69,086.00","10,255,125.84","10,255,125.84",Health Care,"2,872,423.00",IL0010827181,New York Stock Exchange Inc.,Israel,USD,USD,1.00
"9,435.00",HIKARI TSUSHIN INC,Equity,0.02,83.22,"123,100.00","10,244,362.00","10,244,362.00",Consumer Discretionary,"6,416,322.00",JP3783420007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,481.00",THK LTD,Equity,0.02,19.32,"530,200.00","10,243,943.08","10,243,943.08",Industrials,"6,869,131.00",JP3539250005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
AST,AUSNET SERVICES,Equity,0.02,1.17,"8,767,610.00","10,237,828.60","10,237,828.60",Utilities,BPXR7J0,AU000000AST5,Asx - All Markets,Australia,USD,AUD,1.34
U96,SEMBCORP INDUSTRIES LTD,Equity,0.02,2.18,"4,625,800.00","10,096,637.19","10,096,637.19",Industrials,B08X163,SG1R50925390,Singapore Exchange,Singapore,USD,SGD,1.35
PARG,PARGESA HOLDING SA,Equity,0.02,68.12,"147,162.00","10,024,929.65","10,024,929.65",Financials,B0CDLF8,CH0021783391,Swiss Exchange,Switzerland,USD,CHF,0.96
RCO,REMY COINTREAU SA,Equity,0.02,84.02,"118,918.00","9,991,952.30","9,991,952.30",Consumer Staples,"4,741,714.00",FR0000130395,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
U14,UOL GROUP LTD,Equity,0.02,4.15,"2,371,600.00","9,844,013.17","9,844,013.17",Financials,"6,916,844.00",SG1S83002349,Singapore Exchange,Singapore,USD,SGD,1.35
"4,927.00",POLA ORBIS HOLDINGS INC,Equity,0.02,89.23,"110,000.00","9,815,432.30","9,815,432.30",Consumer Staples,B5N4QN8,JP3855900001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,036.00",HITACHI HIGH TECHNOLOGIES CORP,Equity,0.02,28.88,"338,800.00","9,785,469.40","9,785,469.40",Information Technology,"6,642,804.00",JP3678800008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,217.00",HITACHI CHEMICAL LTD,Equity,0.02,19.18,"508,200.00","9,747,282.21","9,747,282.21",Materials,"6,429,126.00",JP3785000005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RYAAY,RYANAIR HOLDINGS ADR REPRESENTING,Equity,0.02,85.92,"112,806.00","9,692,291.52","9,692,291.52",Industrials,BYYN585,US7835132033,NASDAQ,Ireland,USD,USD,1.00
US,UNIPOLSAI,Equity,0.02,1.92,"5,053,018.00","9,688,692.84","9,688,692.84",Financials,B89YH96,IT0004827447,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
"8,593.00",MITSUBISHI UFJ LEASE & FINANCE LTD,Equity,0.02,4.17,"2,308,800.00","9,628,584.04","9,628,584.04",Financials,"6,268,976.00",JP3499800005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ZOT,ZARDOYA OTIS SA,Equity,0.02,10.62,"904,080.00","9,604,330.24","9,604,330.24",Industrials,"5,770,900.00",ES0184933812,Bolsa De Madrid,Spain,USD,EUR,0.88
"4,716.00",ORACLE JAPAN CORP,Equity,0.02,56.64,"169,400.00","9,594,533.41","9,594,533.41",Information Technology,"6,141,680.00",JP3689500001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,002.00",SHOWA SHELL SEKIYU K.K.,Equity,0.02,11.33,"847,000.00","9,594,533.41","9,594,533.41",Energy,"6,805,544.00",JP3366800005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"5,101.00",YOKOHAMA RUBBER LTD,Equity,0.02,14.63,"652,500.00","9,548,631.01","9,548,631.01",Consumer Discretionary,"6,986,461.00",JP3955800002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
E5H,GOLDEN AGRI RESOURCES LTD,Equity,0.02,0.28,"33,893,994.00","9,529,590.26","9,529,590.26",Consumer Staples,"6,164,472.00",MU0117U00026,Singapore Exchange,Singapore,USD,SGD,1.35
"2,702.00",MCDONALDS HOLDINGS (JAPAN) CO LTD,Equity,0.02,27.91,"338,800.00","9,454,513.69","9,454,513.69",Consumer Discretionary,"6,371,863.00",JP3750500005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,382.00",CHUGOKU BANK LTD,Equity,0.02,11.13,"847,000.00","9,427,464.42","9,427,464.42",Financials,"6,195,803.00",JP3521000004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,182.00",MITSUBISHI GAS CHEMICAL INC,Equity,0.02,5.56,"1,694,000.00","9,419,508.76","9,419,508.76",Materials,"6,596,923.00",JP3896800004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
HVN,HARVEY NORMAN HOLDINGS LTD,Equity,0.02,3.39,"2,690,449.00","9,124,657.78","9,124,657.78",Consumer Discretionary,"6,173,508.00",AU000000HVN7,Asx - All Markets,Australia,USD,AUD,1.34
"4,118.00",KANEKA CORP,Equity,0.02,7.66,"1,176,000.00","9,002,395.15","9,002,395.15",Materials,"6,483,360.00",JP3215800008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
293.00,CATHAY PACIFIC AIRWAYS LTD,Equity,0.01,1.58,"5,665,000.00","8,964,196.66","8,964,196.66",Industrials,"6,179,755.00",HK0293001514,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
SHA,SCHAEFFLER PREF AG,Equity,0.01,16.20,"551,600.00","8,933,418.49","8,933,418.49",Consumer Discretionary,BZ1DNL4,DE000SHA0159,Xetra,Germany,USD,EUR,0.88
522.00,ASM PACIFIC TECHNOLOGY LTD,Equity,0.01,7.67,"1,150,300.00","8,819,443.46","8,819,443.46",Information Technology,"6,002,453.00",KYG0535Q1331,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
CHF,CHF CASH,Cash,0.01,103.69,"8,382,624.00","8,691,610.24","8,691,610.24",Cash and/or Derivatives,--,--,--,Switzerland,USD,CHF,0.96
"3,092.00",START TODAY LTD,Equity,0.01,51.00,"169,400.00","8,639,853.47","8,639,853.47",Consumer Discretionary,B292RC1,JP3399310006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
UBFUT,CASH COLLATERAL GBP UBFUT,Cash Collateral and Margins,0.01,144.69,"5,927,130.00","8,575,964.40","8,575,964.40",Cash and/or Derivatives,--,--,--,United Kingdom,USD,GBP,0.69
"5,214.00",NIPPON ELECTRIC GLASS LTD,Equity,0.01,4.67,"1,794,500.00","8,377,086.37","8,377,086.37",Information Technology,"6,642,666.00",JP3733400000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,121.00",MIXI INC,Equity,0.01,42.88,"195,000.00","8,361,198.52","8,361,198.52",Information Technology,B1BSCX6,JP3882750007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"7,240.00",NOK CORP,Equity,0.01,17.45,"477,800.00","8,338,443.62","8,338,443.62",Consumer Discretionary,"6,642,428.00",JP3164800009,Tokyo Stock Exchange,Japan,USD,JPY,106.47
AZRG,AZRIELI GROUP LTD.,Equity,0.01,42.04,"197,992.00","8,322,997.51","8,322,997.51",Financials,B5MN1W0,IL0011194789,Tel Aviv Stock Exchange,Israel,USD,ILS,3.84
